Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",7,15023-639109262-639109268-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",05/01/2024,Planetair,Environmental Benefit,Retired on behalf of Planetair
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","1,254",15023-639109269-639110522-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",21/02/2024,Aspen Insurance Holdings,Retirement for Person or Organization,Retired on behalf of Aspen Insurance Holdings to compensate for their 2023 carbon emissions
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","1,220",15023-639110523-639111742-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","25,000",15023-639111743-639136742-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",75,15023-639075195-639075269-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",29/04/2024,Amp Solar Group Inc.,Retirement for Person or Organization,On behalf of Amp Solar Group Inc.
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","25,000",15023-639136743-639161742-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",40,15023-639075270-639075309-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",29/04/2024,AWE,Retirement for Person or Organization,On behalf of AWE
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",285,15023-639075310-639075594-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",24/05/2024,Promega Corporation,Retirement for Person or Organization,On behalf of Promega Corporation
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",138,15023-639161743-639161880-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",28/06/2024,Clarien Bank,Other,Retired on behalf of Clarien Bank for 2022/2023 emissions
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",420,15023-639075595-639076014-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",05/06/2024,APRU,Retirement for Person or Organization,Retired on behalf of APRU
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","1,276",15023-639076015-639077290-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",31/07/2024,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","96,017",15023-639161881-639257897-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",31,15023-639077291-639077321-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",13/08/2024,"ZAIS Group, LLC",Retirement for Person or Organization,"On behalf of ZAIS Group, LLC"
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640",5,15023-639077322-639077326-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",14/08/2024,ClimeCo E-Commerce Partners,Retirement for Person or Organization,On behalf of ClimeCo E-Commerce Partners - July '24
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","13,930",15023-639077327-639091256-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2018,31/12/2018,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"310,640","44,937",15023-639011231-639056167-VCS-VCU-263-VER-CA-14-3018-01012018-31122018-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","1,334",15024-639257898-639259231-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","1,250",15024-639376335-639377584-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","1,250",15024-639259232-639260481-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",13/06/2023,AIFS Abroad,Retirement for Person or Organization,On Behalf of AIFS Abroad
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","30,000",15024-639260482-639290481-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",28/11/2023,Puget Sound Energy,Retirement for Person or Organization,"Puget Sound Energy, Inc. for 2023 Carbon Offset Program"
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812",95,15024-639377585-639377679-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",02/08/2023,Amp Solar Group Inc.,Retirement for Person or Organization,On Behalf of Amp Solar Group Inc.
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812",793,15024-639377680-639378472-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",14/03/2024,"Dataiku, Inc.",Retirement for Person or Organization,"Retirement of environmental credits on behalf of Dataiku, Inc."
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812",200,15024-639378473-639378672-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",30/08/2024,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","5,000",15024-639360482-639365481-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",28/11/2023,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","10,853",15024-639365482-639376334-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",,,,
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","8,805",15024-639310482-639319286-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",11/01/2024,Puget Sound Energy Inc,Retirement for Person or Organization,"Puget Sound Energy, Inc. for 2023 Carbon Offset Program"
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","20,000",15024-639290482-639310481-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",11/01/2024,Puget Sound Energy Inc,Retirement for Person or Organization,"Puget Sound Energy, Inc. for 2024 Carbon Offset Program."
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","7,436",15024-639319287-639326722-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",18/04/2024,Puget Sound Energy,Retirement for Person or Organization,PSE Carbon Balance RY2023
06/04/2023,06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land,01/01/2019,31/12/2019,3018,BigCoast Forest Climate Initiative,Canada,Agriculture Forestry and Other Land Use,"337,812","15,000",15024-639326723-639341722-VCS-VCU-263-VER-CA-14-3018-01012019-31122019-1,"06: Clean Water and Sanitation; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; CORSIA – Pilot Phase, 2021-2023",23/08/2024,Puget Sound Energy,Retirement for Person or Organization,PSE Carbon Balance participants RY2024
